物件種別,物件コード,問合せコード,外部物件区分,外部物件コード,現況,公開状態,エラー,賃料,間取,所在階,築年月,物件名,フリガナ,所在地,管理費,共益費,敷金,礼金,保証金,敷引,更新料,面積（土地）,面積（専有）,坪数(代表),坪単価(代表),物件確認日,登録日,更新日,自社先物,取引態様,業者名,元付担当者,TEL,駐車場,物件メモ,郵便番号
貸地,R00177-004183,,,,更地,公開可,無,340000,,階,-,福岡県筑紫野市大字古賀の貸地【475坪】,,福岡県筑紫野市大字古賀207-2,,,2.00,,,,,1572.00,,475.53,715,2026/06/22,"2025/04/10 15:36","2025/04/18 16:42",先物(仲介),,株式会社岩久興産,-,"=""092-282-9780""",,,8180047
倉庫,R00177-003983,,,,空,アーカイブ(成約),無,418000,,階,1983年03月,福岡県大野城市仲畑2丁目の貸工場【43坪】,,福岡県大野城市仲畑２丁目4-38,,,5.00,,,3.00,,438.00,142.47,43.09,9700,2025/04/11,"2024/10/08 15:48","2025/04/11 11:14",先物(仲介),,（有）クリエイティブハウス,-,"=""092-572-5299""",空有,,8160921
店舗事務所(建物一括),R00177-004050,,,,空,アーカイブ(成約),無,880000,,階,1984年03月,福岡県糟屋郡志免町別府1丁目の貸店舗・事務所【118坪】,,福岡県糟屋郡志免町別府１丁目9-1,,,6.00,,,,,936.28,391.37,118.38,7434,2025/03/04,"2024/12/06 15:52","2025/04/07 15:35",先物(仲介),,不動商事（株）,-,"=""092-471-1687""",空有,"分割貸し可
■店舗①のみ：144.45㎡（43.70坪）家賃420,000円（税別）
■店舗①＋②：205.21㎡（62.07坪）家賃560,000円（税別）
■店舗③のみ：47.06㎡＋2階139.10㎡（計56.31坪）家賃350,000円（税別）
※店舗②のみの賃貸は不可",8112205
倉庫,R00177-004110,,,,居住中,アーカイブ(成約),無,220000,,階,2011年07月,福岡県福岡市東区松島3丁目の貸倉庫【25坪】,,福岡県福岡市東区松島３丁目14-6,,,6.00,,,,,589.15,84.33,25.5,8625,2025/04/07,"2025/02/06 15:44","2025/04/07 09:48",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア松島Ⅰ　B棟4号室,8130062
倉庫,R00177-004146,,,,空,アーカイブ(成約),無,275000,,階,1982年06月,福岡県福岡市博多区東光2丁目の貸倉庫・事務所【55坪】,,福岡県福岡市博多区東光２丁目22-30,,,5.00,,,,,,184.80,55.9,4920,2025/03/10,"2025/03/05 10:57","2025/04/03 17:23",先物(仲介),,株式会社三好不動産,-,"=""092-716-5000""",空有,御馬所倉庫付事務所,8120008
店舗事務所(建物一部),R00177-003962,,,,空,アーカイブ(成約),無,363000,,階,1989年04月,福岡県福岡市東区和白3丁目の貸店舗・事務所【39坪】,,福岡県福岡市東区和白３丁目17-5,,,4.00,,,,11000,,132.22,39.99,9076,2025/02/26,"2024/09/20 12:08","2025/03/31 17:42",先物(仲介),,有限会社丸美不動産,-,"=""092-606-2838""",空有,サンライズ和白,8110202
店舗事務所(建物一括),R00177-003985,,,,空,アーカイブ(成約),無,495000,,階,1992年04月,福岡県福岡市博多区山王1丁目の貸事務所【63坪】,,福岡県福岡市博多区山王１丁目8-18,,,3.00,2.00,,,33000,,209.97,63.51,7794,2025/02/26,"2024/10/09 16:13","2025/03/31 17:41",先物(仲介),,株式会社ワイズパートナー,-,"=""092-432-6330""",空有,YSP山王,8120015
店舗事務所(建物一括),R00177-004045,,,,空,アーカイブ(成約),無,550000,,階,2000年11月,福岡県福岡市博多区東公園の貸店舗・事務所【20坪】,,福岡県福岡市博多区東公園2-22,,,6.00,,,,,125.77,69.30,20.96,26237,2025/02/26,"2024/12/03 12:11","2025/03/31 17:38",先物(仲介),,（株）ミニテック西日本　西新店,-,"=""092-845-0002""",空有,,8120045
店舗事務所(建物一括),R00177-004042,,,,空,アーカイブ(成約),無,380000,,階,1989年01月,福岡県福岡市西区大字羽根戸の貸店舗・事務所【40坪】,,福岡県福岡市西区大字羽根戸93-1,,,3.00,1.00,,,,1488.00,132.50,40.08,9481,2025/02/26,"2024/11/29 15:46","2025/03/31 17:22",先物(仲介),,（有）マコト産業,-,"=""092-833-4144""",空有,,8190038
店舗事務所(建物一括),R00177-004041,,,,居住中,アーカイブ(成約),無,242000,,階,2003年05月,福岡県久留米市山川安居野3丁目の貸店舗【20坪】,,福岡県久留米市山川安居野３丁目12-21,,,3.00,1.00,,,,323.71,66.40,20.08,12049,2025/02/14,"2024/11/29 12:03","2025/03/31 17:19",先物(仲介),,（株）ジャスティスアンドパートナーズ,-,"=""0942-33-1151""",,2/14物確：空き（荷物撤去中）,8390812
店舗事務所(建物一括),R00177-004021,,,,空,アーカイブ(成約),無,467500,,階,1984年04月,佐賀県鳥栖市藤木町の貸事務所【46坪】,,佐賀県鳥栖市藤木町3-18,,,6.00,,,,,,153.36,46.39,10078,2025/02/12,"2024/11/05 11:55","2025/03/31 17:01",先物(仲介),,（株）ＴＣＩ,-,"=""0942-85-8170""",空有,,8410048
倉庫,R00177-003989,,,,空,アーカイブ(成約),無,352000,,階,2006年06月,福岡県糟屋郡須惠町大字須惠の貸倉庫【25坪】,,福岡県糟屋郡須惠町大字須惠972-1,,,8.00,2.00,,,1.00,,85.53,25.87,13606,2025/02/12,"2024/10/11 12:22","2025/03/31 16:29",先物(仲介),,（株）桜ネクステージ,-,"=""092-719-0877""",空有,,8112113
倉庫,R00177-004075,,,,居住中,アーカイブ(成約),無,440000,,階,1997年07月,福岡県春日市春日7丁目の貸店舗・倉庫【61坪】,,福岡県春日市春日７丁目95,,,4.00,,,,55000,414.69,204.72,61.92,7106,2025/02/26,"2025/01/08 12:08","2025/03/31 16:24",先物(仲介),,昭和地所開発株式会社,-,"=""092-504-0088""",空有,,8160814
倉庫,R00177-004073,,,,使用中,アーカイブ(成約),無,660000,,階,2007年03月,福岡県福岡市東区二又瀬の貸倉庫・事務所【79坪】,,福岡県福岡市東区二又瀬1-17,,,6.00,2.00,,,,596.00,264.00,79.86,8265,2025/03/27,"2025/01/07 12:09","2025/03/28 17:11",先物(仲介),,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",空有,,8120066
倉庫,R00177-003991,,,,空,アーカイブ(成約),無,330000,,階,2024年09月,福岡県大野城市南ケ丘1丁目の貸倉庫・事務所【37坪】,,福岡県大野城市南ケ丘１丁目1-5,,,4.00,,,,,,124.21,37.57,8783,2025/03/28,"2024/10/15 16:12","2025/03/28 16:06",先物(仲介),,青山地建（株）,-,"=""092-924-4111""",空有,"南ケ丘倉庫事務所 A
連絡なしで内覧可
現地キー　敷地内支柱電線にキーボックス「0703」　シャッター1本・勝手口1本",8160964
倉庫,R00177-004012,,,,空,アーカイブ(成約),無,880000,,階,1997年04月,福岡県久留米市荒木町白口の貸倉庫【308坪】,,福岡県久留米市荒木町白口1981-2,,,3.00,1.00,,,,,1020.80,308.79,2850,2025/02/12,"2024/10/29 12:06","2025/03/27 18:04",先物(仲介),,（株）みなつきエステート,-,"=""0943-24-8184""",空有,,8300062
倉庫,R00177-004023,,,,居住中,アーカイブ(成約),無,880000,,階,1974年12月,福岡県福岡市南区若久6丁目の貸倉庫【160坪】,,福岡県福岡市南区若久６丁目8-23,,,6.00,,,,,,530.40,160.44,5485,2025/02/12,"2024/11/07 14:16","2025/03/27 18:00",先物(仲介),,松嵜産興(株),-,"=""092-561-1111""",空有,,8150042
倉庫,R00177-004090,,,,空,公開可,無,990000,,階,1974年05月,福岡県福岡市東区多の津1丁目の貸倉庫・事務所【268坪】,,福岡県福岡市東区多の津１丁目8-5,,,3.00,,,,,,886.30,268.1,3693,2026/06/24,"2025/01/20 11:55","2025/03/27 17:40",先物(仲介),,舞松原不動産（株）本店,-,"=""092-671-7171""",空有,,8130034
店舗事務所(建物一括),R00177-003999,,,,空,アーカイブ(成約),無,792000,,階,2000年08月,福岡県福岡市東区箱崎6丁目の貸店舗・事務所【187坪】,,福岡県福岡市東区箱崎６丁目15-1,,,5.00,,,,,,621.28,187.93,4215,2025/03/25,"2024/10/18 16:04","2025/03/25 10:34",先物(仲介),,株式会社大井不動産,-,"=""092-524-0111""",空有,内覧方法:大井不動産HP(リアプロ)より内覧調整、現地キー,8120053
店舗事務所(建物一括),R00177-004123,,,,居住中,アーカイブ(成約),無,250000,,階,2015年10月,福岡県直方市大字中泉の貸店舗・事務所【57坪】,,福岡県直方市大字中泉1182-30,,,6.00,,,,,,191.10,57.8,4325,2025/03/24,"2025/02/18 15:44","2025/03/24 09:17",先物(仲介),,（株）フィナンシャル・マネジメント九州,-,"=""092-726-3336""",空有,"3/21物確　1番手申込あり、ほぼ決まり(2番手不可)
2/19物確：運送会社の事務所として使用中、立ち合いにて内覧可
普通借×、定借年数相談可",8220011
店舗事務所(建物一括),R00177-004016,,,,空,アーカイブ(成約),無,550000,,階,1975年01月,福岡県福岡市博多区博多駅南5丁目の貸店舗・事務所【25坪】,,福岡県福岡市博多区博多駅南５丁目4-3,,,4.00,1.00,,,,,85.00,25.71,21391,2025/03/18,"2024/10/31 12:03","2025/03/18 11:05",先物(仲介),,(株)プライムワン,-,"=""092-791-5526""",空有,,8120016
倉庫,R00177-004155,,,,空,アーカイブ(成約),無,0,,階,2016年11月,福岡県行橋市大字福丸の貸倉庫・工場【371坪】,,福岡県行橋市大字福丸770-1,,,,,,,,2578.34,1228.14,371.51,,2025/03/17,"2025/03/12 11:43","2025/03/17 12:49",先物(仲介),,三井不動産リアルティ九州,-,"=""092-711-3031""",空有,"※非公開
第一工場
各棟に2.8tクレーン1基あり",8240073
倉庫,R00177-004156,,,,空,アーカイブ(成約),無,0,,階,2016年11月,福岡県行橋市大字福丸の貸倉庫・工場【564坪】,,福岡県行橋市大字福丸737-1,,,,,,,,6437.77,1867.52,564.92,,2025/03/17,"2025/03/12 13:47","2025/03/17 12:49",先物(仲介),,三井不動産リアルティ九州,-,"=""092-711-3031""",空有,"※非公開
第二工場
2.8tクレーン2基あり",8240073
倉庫,R00177-004135,,,,建築中,アーカイブ(成約),無,374000,,階,2025年03月,福岡県福岡市博多区吉塚6丁目の貸倉庫・事務所【43坪】,,福岡県福岡市博多区吉塚６丁目6-69,,,6.00,,,,,,143.50,43.4,8616,2025/03/13,"2025/02/28 11:13","2025/03/13 14:35",先物(仲介),,(有)パイルコーポレーション,-,"=""092-452-2233""",空有,"SUMIKAビル
仲介中",8120041
倉庫,R00177-004126,,,,空,アーカイブ(成約),無,297000,,階,1994年03月,福岡県福岡市博多区豊1丁目の貸倉庫・事務所【43坪】,,福岡県福岡市博多区豊１丁目9-11,,,8.00,,,5.00,,,142.56,43.12,6888,2025/03/13,"2025/02/20 10:47","2025/03/13 14:30",先物(仲介),,（株）幸上不動産,-,"=""092-624-3710""",空有,岩源第2ビル,8120042
倉庫,R00177-003953,,,,使用中,アーカイブ(成約),無,7512274,,階,2006年10月,福岡県福岡市東区蒲田3丁目の貸倉庫【1951坪】,,福岡県福岡市東区蒲田３丁目9-12,,,,,,,,,6450.40,1951.24,3850,2025/03/12,"2024/09/12 11:31","2025/03/12 20:21",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",,"中村さん担当：顧問案件
B棟のみ
㈱九州丸和ロジスティクス",8130023
倉庫,R00177-004114,,,,使用中,アーカイブ(成約),無,242000,,階,2015年04月,福岡県福岡市東区多の津5丁目の貸倉庫・事務所【27坪】,,福岡県福岡市東区多の津５丁目23-18,,,6.00,,,,,471.22,90.23,27.29,8867,2025/03/10,"2025/02/13 10:56","2025/03/10 15:57",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア多の津ⅡC　1号室,8130034
倉庫,R00177-004145,,,,居住中,アーカイブ(成約),無,330000,,階,2016年03月,福岡県福岡市東区松島3丁目の貸倉庫【37坪】,,福岡県福岡市東区松島３丁目8-13,,,6.00,,,,,1972.33,122.53,37.06,8904,2025/03/10,"2025/03/05 09:50","2025/03/10 15:56",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア松島Ⅱ　B棟3号室,8130062
倉庫,R00177-004047,,,,空,アーカイブ(成約),無,220000,,階,2024年11月,福岡県福岡市南区曰佐5丁目の貸倉庫・事務所【22坪】,,福岡県福岡市南区曰佐５丁目12,,11000,,1.00,,,,,75.44,22.82,9641,2025/03/03,"2024/12/05 14:32","2025/03/03 11:12",先物(仲介),,三真不動産株式会社,-,"=""092-836-5105""",空有,"SunGarage曰佐 2号室
住所：曰佐5丁目12",8111313
店舗事務所(建物一部),R00177-003921,,,,築後未入居,アーカイブ(成約),無,1656369,,階,2024年07月,福岡県福岡市博多区博多駅前2丁目の貸店舗・事務所【45坪】,,福岡県福岡市博多区博多駅前２丁目5-7,,,12.00,,,,,,150.85,45.63,36299,2025/02/07,"2024/08/08 17:55","2025/02/26 15:55",先物(仲介),,清水総合開発㈱福岡管理室,-,"=""092-233-6705""",,I-FOREST博多駅前　1F,8120011
倉庫,R00177-004052,,,,居住中,アーカイブ(成約),無,350000,,階,1982年09月,福岡県大野城市大池1丁目の貸倉庫【49坪】,,福岡県大野城市大池１丁目5-26,,,4.00,,,,1.00,330.00,165.14,49.95,7007,2025/02/21,"2024/12/09 11:35","2025/02/21 14:27",先物(仲介),,昭和地所開発株式会社,-,"=""092-504-0088""",空有,,8160904
店舗事務所(建物一括),R00177-004038,,,,居住中,アーカイブ(成約),無,660000,,階,1999年12月,福岡県糟屋郡志免町別府2丁目の貸店舗・事務所【40坪】,,福岡県糟屋郡志免町別府２丁目17-8,,,8.00,,,,,,135.53,40.99,16099,2025/02/21,"2024/11/27 15:45","2025/02/21 13:40",先物(仲介),,株式会社三好不動産,-,"=""092-716-5000""",空有,"12/4物確：2月末退去、退去後内覧可
引渡し予定最短で4月頃、図面はふれんず掲載分のみ",8112205
店舗事務所(建物一括),R00177-004005,,,,,アーカイブ(成約),無,495000,,階,1996年02月,福岡県福岡市早良区野芥3丁目の貸店舗・事務所【31坪】,,福岡県福岡市早良区野芥３丁目30-587-4,,,6.00,1.00,,,,,103.52,31.31,15808,2025/02/21,"2024/10/22 12:05","2025/02/21 13:40",先物(仲介),,（株）三和地所,-,"=""092-431-4488""",空有,,8140171
倉庫,R00177-003955,,,,,アーカイブ(成約),無,0,,階,1991年01月,福岡県久留米市北野町中の貸倉庫【211坪】,,福岡県久留米市北野町中1702,,,,,,,,,699.15,211.49,,2025/02/21,"2024/09/13 17:36","2025/02/21 13:28",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,中村,"=""092-409-0188""",,中村さん担当：顧問案件,8301113
倉庫,R00177-004051,,,,空,アーカイブ(成約),無,440000,,階,2003年08月,福岡県直方市大字植木の貸倉庫・工場【165坪】,,福岡県直方市大字植木1212,,,3.00,,,,,1942.88,546.50,165.31,2662,2025/02/21,"2024/12/09 10:53","2025/02/21 11:54",先物(仲介),,（株）不動産のデパートひろた　本社,-,"=""093-663-3939""",空有,クレーン2基（t数、動くかは不明。前テナント11月退去までは使用していたとの事）,8220031
倉庫,R00177-003972,,,,空,アーカイブ(成約),無,110000,,階,1992年02月,福岡県久留米市山川安居野3丁目の貸事務所【22坪】,,福岡県久留米市山川安居野３丁目11-20,,,3.00,,,,,470.84,72.73,22,5000,2025/02/21,"2024/09/27 16:12","2025/02/21 11:52",自社,,株式会社センチュリーダイソー　福岡支店,中村,"=""092-409-0188""",無,部分貸し　B区画（1F右側の事務所のみ）,8390812
店舗事務所(建物一括),R00177-004078,,,,居住中,アーカイブ(成約),無,330000,,階,1982年11月,福岡県福岡市東区二又瀬の貸店舗・事務所【41坪】,,福岡県福岡市東区二又瀬20-10,,11000,3.00,,,2.00,,268.00,135.80,41.07,8034,2025/02/21,"2025/01/10 11:50","2025/02/21 09:45",先物(仲介),,有限会社エムワン,-,"=""092-612-8677""",空有,,8120066
倉庫,R00177-004079,,,,居住中,アーカイブ(成約),無,240000,,階,1978年01月,福岡県福岡市東区二又瀬の貸倉庫・事務所【40坪】,,福岡県福岡市東区二又瀬3-15,,,4.00,,,3.00,1.00,230.93,132.64,40.12,5982,2025/02/21,"2025/01/10 12:19","2025/02/21 09:43",先物(仲介),,有限会社エムワン,-,"=""092-612-8677""",空有,"定借（最長5年）、内覧立ち合いにて可
木工所可",8120066
倉庫,R00177-004014,,,,空,アーカイブ(成約),無,330000,,階,1971年08月,福岡県筑後市大字西牟田の貸倉庫【525坪】,,福岡県筑後市大字西牟田5755-1,,,3.00,1.00,,,,2666.48,1736.36,525.24,629,2025/02/19,"2024/10/30 11:24","2025/02/19 20:33",先物(仲介),,(株)ヤマダエステート,-,"=""0944-72-4810""",空有,"11/20物確：現地キーボックス　1127
右手の倉庫入り口扉、雨どいに設置
注意事項：現状渡し、維持管理工事等全て借主負担
建物が広大なので消防点検の実施が必要になると思います、設備の点検・実施費用も貸主負担
物件向かいにオーナー使用中の倉庫があり、駐車場はオーナーと共用",8330053
倉庫,R00177-004018,,,,使用中,アーカイブ(成約),無,5950000,,階,2023年02月,福岡県朝倉市入地の貸倉庫【1704坪】,,福岡県朝倉市入地2428-1,,,1.00,1.00,,,,,5634.71,1704.49,3491,2025/02/14,"2024/11/01 14:12","2025/02/14 09:08",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,中村さん担当,"=""092-409-0188""",,中村さん担当,8381315
貸地,R00177-004003,,,,更地,アーカイブ(成約),無,240000,,階,-,福岡県朝倉郡筑前町原地蔵の貸地【652坪】,,福岡県朝倉郡筑前町原地蔵2203-2,,,2.00,,,,,2157.00,,652.49,368,2025/01/08,"2024/10/21 15:59","2025/02/12 17:30",先物(仲介),,株式会社井本不動産,-,"=""0946-22-0256""",,,8380824
倉庫,R00177-004105,,,,居住中,アーカイブ(成約),無,660000,,階,2020年03月,福岡県大野城市仲畑3丁目の貸倉庫・事務所【81坪】,,福岡県大野城市仲畑３丁目2-10,,,6.00,,,,,444.00,270.01,81.67,8081,2025/02/06,"2025/02/06 11:28","2025/02/12 16:58",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア?,8160921
倉庫,R00177-004054,,,,空,アーカイブ(成約),無,250000,,階,2000年01月,福岡県柳川市高島の貸倉庫【199坪】,,福岡県柳川市高島191-1,,,2.00,1.00,,,,,660.00,199.65,1253,2025/01/10,"2024/12/10 12:20","2025/02/12 16:57",先物(仲介),,(株)ヤマダエステート,-,"=""0944-72-4810""",空有,,8320002
倉庫,R00177-003960,,,,空,アーカイブ(成約),無,385000,,階,1989年06月,佐賀県鳥栖市鎗田町の貸倉庫・事務所【90坪】,,佐賀県鳥栖市鎗田町386,,,,,3.00,,,436.52,298.10,90.17,4270,2025/01/17,"2024/09/19 16:08","2025/02/12 11:44",先物(仲介),,株式会社大和ホールディングス,-,"=""0942-83-1851""",空有,,8410031
