暔審庬暿,暔審僐乕僪,栤崌偣僐乕僪,奜晹暔審嬫暘,奜晹暔審僐乕僪,尰嫷,岞奐忬懺,僄儔乕,捓椏,娫庢,強嵼奒,抸擭寧,暔審柤,僼儕僈僫,強嵼抧,娗棟旓,嫟塿旓,晘嬥,楃嬥,曐徹嬥,晘堷,峏怴椏,柺愊乮搚抧乯,柺愊乮愱桳乯,捸悢(戙昞),捸扨壙(戙昞),暔審妋擣擔,搊榐擔,峏怴擔,帺幮愭暔,庢堷懺條,嬈幰柤,尦晅扴摉幰,TEL,挀幵応,暔審儊儌,梄曋斣崋
岺応,R00175-014159,,,,嬻,傾乕僇僀僽(惉栺),柍,1000000,,奒,2005擭09寧,庣岥巗撿帥曽搶捠4挌栚偺戄岺応亂114捸亃,,戝嶃晎庣岥巗撿帥曽搶捠係挌栚21-27,,,,,6.00,,,412.80,377.75,114.26,8752,2025/03/28,"2024/08/27 14:24","2025/03/28 09:26",愭暔(拠夘),,乮桳乯儅僀儂乕儉價儖僟乕,-,"=""06-6903-7777""",嬻桳,,5700043
戄抧,R00175-014026,,,,,傾乕僇僀僽(惉栺),柍,330000,,奒,-,暫屔導曮捤巗岝僈媢2挌栚偺戄抧亂1672捸亃,,暫屔導曮捤巗岝僈媢俀挌栚,,,2.00,2.00,,,,5528.00,,1672.22,198,2025/03/28,"2024/06/13 12:03","2025/03/28 08:58",愭暔(拠夘),,,-,"=""090-1958-2098""",,丒抧斣14斣23丂懠5昅,6650015
岺応,R00175-014078,,,,嬻,傾乕僇僀僽(惉栺),柍,660000,,奒,-,戝嶃巗惣梽愳嬫愮廙2挌栚偺戄岺応亂106捸亃,,戝嶃晎戝嶃巗惣梽愳嬫愮廙俀挌栚12-6,,,3960000,,,1980000,,,352.22,106.54,6195,2025/02/18,"2024/07/11 12:15","2025/03/27 09:47",愭暔(拠夘),,姅幃夛幮嶳憡晄摦嶻,-,"=""06-6472-3110""",嬻桳,"丒S-A崋
仸応強晄柧丄妋擣偍婅偄偟傑偡丅",5550013
揦曑(寶暔堦妵),R00175-014062,,,,嬻,傾乕僇僀僽(惉栺),柍,495000,,奒,2024擭10寧,堬栘戞5揦曑乥B搹亂27捸亃,,戝嶃晎堬栘巗搶撧椙俁挌栚3-27,,,4.00,2.00,,,,463.77,90.00,27.22,18182,2025/03/19,"2024/07/03 14:00","2025/03/24 16:43",帺幮,愱擟攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,椡愇,"=""06-6136-0555""",嬻桳,"憭媀宯埲奜壜乮戝庤偺曽偑彯椙偟乯

捓椏DOWN52.8枩乮惻崬傒乯佀49.5枩丂2024.11.18
媽廧嫃昞帵廧強丗戝嶃晎堬栘巗搶撧椙俁挌栚俁亅俀俈

",5670861
憅屔,R00175-014152,,,,嬻,傾乕僇僀僽(惉栺),柍,1540000,,奒,2023擭12寧,帬夑導峛夑巗搚嶳挰慜栰偺戄憅屔亂321捸亃,,帬夑導峛夑巗搚嶳挰慜栰688,11000,,,1.00,3.00,,,2164.68,1063.88,321.82,4786,2025/02/21,"2024/08/21 17:55","2025/03/14 16:51",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,柤壝崃,"=""06-6136-0555""",嬻桳,,5280232
揦曑帠柋強(寶暔堦妵),R00175-013860,,,,嬻,傾乕僇僀僽(惉栺),柍,385000,,奒,1989擭10寧,暫屔導昉楬巗忺杹嬫峔偺戄揦曑丒帠柋強亂222捸亃,,暫屔導昉楬巗忺杹嬫峔俀挌栚83,,,3.00,3.00,,,,505.54,735.81,222.58,1730,2024/10/24,"2024/03/22 14:14","2025/03/12 15:48",愭暔(拠夘),,乮姅乯俷丏俲晄摦嶻,-,"=""079-262-6622""",嬻桳,,6728071
憅屔,R00175-014355,,,,嬻,傾乕僇僀僽(惉栺),柍,484000,,奒,1992擭09寧,摗堜帥巗彫嶳2挌栚偺戄憅屔亂106捸亃,,戝嶃晎摗堜帥巗彫嶳俀挌栚21-26,,,,6.00,,,,,351.00,106.17,4559,2025/03/12,"2024/11/20 10:36","2025/03/12 15:24",愭暔(拠夘),,乮姅乯倱倎倝丏,-,"=""072-975-2050""",嬻桳,,5830033
岺応,R00175-014263,,,,巊梡拞,傾乕僇僀僽(惉栺),柍,385000,,奒,1982擭12寧,戝嶃巗惗栰嬫扚惣2挌栚偺戄岺応亂76捸亃,,戝嶃晎戝嶃巗惗栰嬫扚惣俀挌栚8-16,,,3.00,3.00,,,,148.25,254.52,76.99,5001,2025/03/12,"2024/10/15 14:48","2025/03/12 15:22",愭暔(拠夘),,僐僂僔儞晄摦嶻,-,"=""06-6731-0004""",柍,,5440012
揦曑帠柋強(寶暔堦妵),R00175-014010,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,1992擭03寧,嫗搒晎嫗揷曈巗憪撪攏嫶偺戄揦曑丒帠柋強亂41捸亃,,嫗搒晎嫗揷曈巗憪撪攏嫶10-2,,,,,6.00,,,,136.19,41.19,8011,2025/03/12,"2024/06/04 14:50","2025/03/12 15:18",愭暔(拠夘),,嫗嶃揹揝晄摦嶻乮姅乯儕僼僅乕儉丒捓戄塩嬈強,-,"=""0774-66-2340""",嬻桳,,6100311
戄抧,R00175-013758,,,,,傾乕僇僀僽(惉栺),柍,300000,,奒,-,嶃撿巗捁庢拞偺戄抧亂582捸亃,,戝嶃晎嶃撿巗捁庢拞585-1,,,3.00,1.00,,,,1924.00,,582.01,516,2025/03/12,"2024/02/06 13:32","2025/03/12 15:18",愭暔(拠夘),,乮桳乯俲仌俵僇儞僷僯乕,-,"=""072-424-1625""",,,5990211
憅屔,R00175-014346,,,,巊梡拞,傾乕僇僀僽(惉栺),柍,1500000,,奒,1994擭04寧,庣岥巗戝媨捠4挌栚偺戄憅屔亂206捸亃,,戝嶃晎庣岥巗戝媨捠係挌栚9-1,,,,1.00,1.00,,,740.78,683.46,206.74,7256,2025/03/12,"2024/11/19 13:11","2025/03/12 15:05",愭暔(拠夘),,乮姅乯嫤榓儂乕儉,-,"=""06-6900-2318""",嬻桳,,5700033
揦曑(寶暔堦妵),R00175-014314,,,,,傾乕僇僀僽(惉栺),柍,440000,,奒,1996擭06寧,嫗搒晎嫗搒巗嵍嫗嬫堦忔帥杒戝娵挰偺戄揦曑亂40捸亃,,嫗搒晎嫗搒巗嵍嫗嬫堦忔帥杒戝娵挰1,,,3.00,,,,,398.97,135.00,40.83,10775,2025/03/12,"2024/11/07 13:58","2025/03/12 15:03",愭暔(拠夘),,僉儑僂僥僋乮姅乯,-,"=""075-365-8001""",嬻桳,,6068114
憅屔,R00175-014217,,,,嬻,傾乕僇僀僽(惉栺),柍,2420000,,奒,1971擭03寧,搶戝嶃巗愳拞偺戄憅屔亂362捸亃,,戝嶃晎搶戝嶃巗愳拞6-30,,,,,11000000,,,2355.96,1197.92,362.37,6679,2025/03/12,"2024/09/20 14:43","2025/03/12 14:59",愭暔(拠夘),,媏悈廧戭乮姅乯,-,"=""072-965-1110""",,"2024.11.13丂彜択拞
NET晄壜偺堊儅僢僠儞僌偺傒",5780902
憅屔,R00175-014236,,,,嬻,傾乕僇僀僽(惉栺),柍,605000,,奒,1979擭01寧,戝嶃巗拞墰嬫姠壆挰3挌栚偺戄憅屔亂96捸亃,,戝嶃晎戝嶃巗拞墰嬫姠壆挰俁挌栚5-12,,,,2.00,2200000,,,,317.50,96.04,6300,2025/03/12,"2024/10/03 11:39","2025/03/12 14:48",愭暔(拠夘),,乮姅乯戄價儖忣曬,-,"=""06-6231-4600""",嬻桳,丒1-2奒晹暘,5420066
揦曑帠柋強(寶暔堦妵),R00175-014393,,,,嬻,傾乕僇僀僽(惉栺),柍,326000,,奒,1975擭11寧,戝嶃巗惣惉嬫媖3挌栚偺戄揦曑丒帠柋強亂32捸亃,,戝嶃晎戝嶃巗惣惉嬫媖俁挌栚7-7,,,,3.00,,,,140.48,108.86,32.93,9900,2025/03/12,"2024/12/06 12:49","2025/03/12 14:47",愭暔(拠夘),,乮姅乯僆僼傿僗儕儞僋,-,"=""06-6121-9090""",嬻桳,,5570051
戄抧,R00175-014209,,,,,傾乕僇僀僽(惉栺),柍,363000,,奒,-,愹杒孲拤壀挰杒弌3挌栚偺戄抧亂110捸亃,,戝嶃晎愹杒孲拤壀挰杒弌俁挌栚3,,,2.00,2.00,,,,363.63,,109.99,3301,2025/03/12,"2024/09/18 13:48","2025/03/12 14:22",愭暔(拠夘),,乮姅乯攡壆晄摦嶻,-,"=""072-447-7723""",,,5950803
憅屔,R00175-013993,,,,嫃廧拞,傾乕僇僀僽(惉栺),柍,660000,,奒,1981擭06寧,暫屔導埳扥巗抮怟7挌栚偺戄憅屔亂97捸亃,,暫屔導埳扥巗抮怟俈挌栚189,,,1800000,,,1200000,,,321.29,97.19,6791,2025/03/12,"2024/05/28 11:56","2025/03/12 14:04",愭暔(拠夘),,偄偄偔傜偡埳扥揦,-,"=""072-771-7517""",,"2024.10.29 彜択拞",6640027
戄抧,R00175-014368,,,,峏抧,傾乕僇僀僽(惉栺),柍,600000,,奒,-,嶃撿巗壓弌偺戄抧亂463捸亃,,戝嶃晎嶃撿巗壓弌108-1,,,,1.00,2.00,,,1532.28,,463.51,1295,2025/03/12,"2024/11/27 14:44","2025/03/12 13:47",愭暔(拠夘),,傾僀儔儞僪儂乕儉,-,"=""072-480-2288""",,,5990202
揦曑(寶暔堦妵),R00175-014333,,,,嬻,傾乕僇僀僽(惉栺),柍,462000,,奒,2005擭03寧,暫屔導惣榚巗栰懞挰偺戄揦曑亂120捸亃,,暫屔導惣榚巗栰懞挰1796-82,,,,,2000000,,,2049.70,398.51,120.54,3833,2025/03/12,"2024/11/11 15:53","2025/03/12 13:37",愭暔(拠夘),,姅幃夛幮摗曐岺柋揦,-,"=""0795-22-3820""",嬻桳,,6770054
憅屔,R00175-014446,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,1981擭02寧,搶戝嶃巗崅堜揷拞3挌栚偺戄憅屔亂73捸亃,,戝嶃晎搶戝嶃巗崅堜揷拞俁挌栚12-19,,,4.00,2.00,,,,249.27,242.77,73.43,4494,2025/03/12,"2025/01/08 11:37","2025/03/12 13:36",愭暔(拠夘),,姅幃夛幮嫽塰彜帠,-,"=""06-6783-5136""",嬻桳,,5770065
戄抧,R00175-014091,,,,峏抧,傾乕僇僀僽(惉栺),柍,400000,,奒,-,暫屔導嶰栘巗媑愳挰嬥夛偺戄抧亂688捸亃,,暫屔導嶰栘巗媑愳挰嬥夛1146,,,,3.00,,,,2275.00,,688.18,582,2025/03/12,"2024/07/17 15:04","2025/03/12 13:35",愭暔(拠夘),,姅幃夛幮梥棟晄摦嶻,-,"=""078-967-3663""",,,6731232
揦曑(寶暔堦妵),R00175-014335,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,1992擭06寧,榓壧嶳導奀撿巗慏旜偺戄憅屔亂159捸亃,,榓壧嶳導奀撿巗慏旜378-1,,,1.00,1.00,,,,1000.00,527.37,159.52,2069,2025/03/12,"2024/11/12 11:27","2025/03/12 13:34",愭暔(拠夘),,姅幃夛幮塰嶻嬈,-,"=""073-428-1100""",嬻桳,NET晄壜偺堊儅僢僠儞僌偺傒,6420001
戄抧,R00175-014422,,,,峏抧,傾乕僇僀僽(惉栺),柍,680000,,奒,-,愹撿巗怣払巗応偺戄抧亂1160捸亃,,戝嶃晎愹撿巗怣払巗応572,,,3.00,1.00,,,,3836.00,,1160.39,587,2025/03/12,"2024/12/20 12:39","2025/03/12 13:30",愭暔(拠夘),,姅幃夛幮MACHIE,-,"=""072-479-5937""",,,5900504
揦曑(寶暔堦妵),R00175-014136,,,,嬻,傾乕僇僀僽(惉栺),柍,880000,,奒,2007擭01寧,撧椙導崄幣巗忋拞偺戄揦曑亂43捸亃,,撧椙導崄幣巗忋拞100-1,,,,,5.00,,,551.68,145.00,43.86,20063,2025/03/12,"2024/08/05 11:24","2025/03/12 13:21",愭暔(拠夘),,嫤塰抧寶姅幃夛幮,-,"=""072-938-6677""",嬻桳,"暔妋FAX憲怣嵪 2025.2.6摗尨
2025.1.15丗暔審妋擣FAX憲晅嵪傒丂柤壝崃",6390265
憅屔,R00175-014550,,,,嬻,傾乕僇僀僽(惉栺),柍,4565000,,奒,1989擭09寧,敧旜巗戝帤搒捤偺戄憅屔亂829捸亃,,戝嶃晎敧旜巗戝帤搒捤204-1,,,4.00,1.10,,,,4372.73,2742.76,829.68,5503,2025/03/03,"2025/02/26 11:42","2025/03/12 10:29",愭暔(拠夘),,乮姅乯儘僕僼傽僋僞乕,-,"=""06-7712-8090""",嬻桳,,5810023
憅屔,R00175-014366,,,,嬻,傾乕僇僀僽(惉栺),柍,700000,,奒,-,暫屔導昉楬巗崄帥挰栴揷晹偺戄憅屔亂350捸亃,,暫屔導昉楬巗崄帥挰栴揷晹769-22,,,,2800000,,,,1279.59,1222.30,369.74,1894,2025/03/10,"2024/11/27 14:17","2025/03/10 09:28",愭暔(拠夘),,乮姅乯俽倕倎丂倰倕倎倢丂倕倱倲倎倲倕,杧撪丗080-2447-1709,"=""06-6195-6828""",嬻桳,,6792155
憅屔,R00175-014276,,,,,傾乕僇僀僽(惉栺),柍,330000,,奒,1957擭12寧,戝嶃巗廧媑嬫撿廧媑1挌栚偺戄憅屔亂82捸亃,,戝嶃晎戝嶃巗廧媑嬫撿廧媑侾挌栚20-18,,,3.00,3.00,,,,,273.00,82.58,3997,2025/03/04,"2024/10/21 11:47","2025/03/04 18:51",愭暔(拠夘),,乮桳乯傾乕儖儂乕儉,-,"=""06-7172-2233""",柍,"2024.12.23
怽崬侾審偁傝丂俀斣庤偱埬撪壜",5580041
岺応,R00175-014405,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,1983擭04寧,愛捗巗暿晎3挌栚偺戄岺応亂60捸亃,,戝嶃晎愛捗巗暿晎俁挌栚19-9,,,,2.00,,,,129.31,200.39,60.61,5444,2025/03/04,"2024/12/12 11:14","2025/03/04 18:50",愭暔(拠夘),,乮姅乯俙丒俿晄摦嶻,-,"=""06-6967-9061""",嬻桳,丒攧攦偁傝丗B00175-000719仸岞奐曐棷乮幨恀側偟乯,5660046
憅屔,R00175-014096,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,2009擭04寧,娸榓揷巗弔栘杮挰偺戄憅屔亂65捸亃,,戝嶃晎娸榓揷巗弔栘杮挰3-10,,,,990000,,,,474.44,218.00,65.94,5005,2025/03/04,"2024/07/18 10:45","2025/03/04 18:43",愭暔(拠夘),,倂俙俷倂俙俷亅們倰倕倎倲倕,-,"=""072-427-7788""",嬻桳,2025.1.29丂堦斣庤怽崬偁傞偑2斣庤庴晅壜,5960034
憅屔,R00175-014429,,,,嬻,傾乕僇僀僽(惉栺),柍,715000,,奒,2021擭03寧,戝嶃巗暯栰嬫塟攋撿2挌栚偺戄憅屔亂86捸亃,,戝嶃晎戝嶃巗暯栰嬫塟攋撿俀挌栚2-25,,,,,6.00,,,,287.60,86.99,8219,2025/03/04,"2024/12/26 11:51","2025/03/04 18:40",愭暔(拠夘),,嫤塰抧寶姅幃夛幮,-,"=""072-938-6677""",嬻桳,"暔妋FAX憲怣嵪 2025.2.6摗尨
2025.1.15丗暔審妋擣FAX憲晅嵪傒丂柤壝崃
廘偄偺弌傞嬈庬NG",5470023
岺応,R00175-014316,,,,嬻,傾乕僇僀僽(惉栺),柍,715000,,奒,1964擭06寧,戝嶃巗戝惓嬫愮搰1挌栚偺戄岺応亂92捸亃,,戝嶃晎戝嶃巗戝惓嬫愮搰侾挌栚3-6,,,1.00,1.00,,,,249.24,306.40,92.68,7715,2025/03/04,"2024/11/07 14:16","2025/03/04 13:55",愭暔(拠夘),,僩儈僫僈抧嶻丂,-,"=""06-6552-0360""",,2024.11.18丂彜択拞,5510003
憅屔,R00175-014271,,,,嬻,傾乕僇僀僽(惉栺),柍,550000,,奒,1974擭07寧,戝嶃巗杒嬫朙嶈6挌栚偺戄憅屔亂77捸亃,,戝嶃晎戝嶃巗杒嬫朙嶈俇挌栚8-15,,,,550000,2200000,,,,256.20,77.5,7097,2025/03/04,"2024/10/17 16:44","2025/03/04 13:50",愭暔(拠夘),,偁傫偢俫俷俵俤姅幃夛幮,-,"=""06-6376-2888""",柍,,5310072
憅屔,R00175-014006,,,,嬻,傾乕僇僀僽(惉栺),柍,1540000,,奒,2013擭10寧,暫屔導恄屗巗挿揷嬫惣怟抮挰1挌栚偺戄憅屔亂179捸亃,,暫屔導恄屗巗挿揷嬫惣怟抮挰侾挌栚3-38,,,,,14000000,,,927.76,594.00,179.68,8571,2025/03/04,"2024/06/04 13:37","2025/03/04 13:44",愭暔(拠夘),,姅幃夛幮擔杮僒僽儕乕僗,-,"=""06-6180-5361""",嬻桳,"栤偄崌傢偣丗06-6180-5361
丒JW48

2024.12.2丗彜択拞",6530031
戄抧,R00175-014068,,,,峏抧,傾乕僇僀僽(惉栺),柍,399500,,奒,-,嶄巗旤尨嬫彫暯旜偺戄抧亂469捸亃,,戝嶃晎嶄巗旤尨嬫彫暯旜146-1,,,,,2000000,,,1553.71,,469.99,851,2025/03/04,"2024/07/05 13:33","2025/03/04 11:54",愭暔(拠夘),,嫤塰抧寶姅幃夛幮,-,"=""072-938-6677""",,"暔妋FAX憲怣嵪 2025.2.6摗尨
2025.1.15丗暔審妋擣FAX憲晅嵪傒丂柤壝崃
丒応強丗僌乕僌儖儅僢僾偱偼丄彫暯旜247-1乮姅乯愹旜彜夛偺撿懁",5870021
戄抧,R00175-014227,,,,峏抧,傾乕僇僀僽(惉栺),柍,725700,,奒,-,嶄巗旤尨嬫扥忋偺戄抧亂399捸亃,,戝嶃晎嶄巗旤尨嬫扥忋228-1,,,5.00,1.00,,,,1322.31,,399.99,1815,2025/03/04,"2024/09/30 11:49","2025/03/04 11:53",愭暔(拠夘),,嫤塰抧寶姅幃夛幮,-,"=""072-938-6677""",,"暔妋FAX憲怣嵪 2025.2.6摗尨
2025.1.15丗暔審妋擣FAX憲晅嵪傒丂柤壝崃
2024.11.19丂怽崬侾審偁傝丂俀斣庤偱埬撪壜擻
2024.11.20丂怽崬偺忬嫷仺傑偩彂柺傕偙傟偐傜偺條巕",5870011
岺応,R00175-014323,,,,嬻,傾乕僇僀僽(惉栺),柍,400000,,奒,-,戝嶃巗惗栰嬫扚杒4挌栚偺戄岺応亂115捸亃,,戝嶃晎戝嶃巗惗栰嬫扚杒係挌栚9-2,,,2400000,,,,,333.36,380.96,115.24,3472,2025/03/04,"2024/11/08 13:11","2025/03/04 11:35",愭暔(拠夘),,娵拞晄摦嶻,-,"=""06-6726-0808""",嬤桳,,5440004
戄抧,R00175-014494,,,,峏抧,傾乕僇僀僽(惉栺),柍,820000,,奒,-,撧椙導崄幣巗敤1挌栚偺戄抧亂631捸亃,,撧椙導崄幣巗敤侾挌栚1443,,,2000000,1000000,,,,2089.00,,631.92,1298,2025/03/04,"2025/01/27 13:32","2025/03/04 11:29",愭暔(拠夘),,乮姅乯偝側偊晄摦嶻,-,"=""072-886-3384""",,"丒応強丗僌乕僌儖儅僢僾偱偼丄敤1挌栚230-5乮ENEOS 僔儞僄僱崄幣 SS)偺杒懁",6390245
憅屔,R00175-013696,,,,嬻,傾乕僇僀僽(惉栺),柍,385000,,奒,1992擭01寧,撧椙戞1憅屔亂108捸亃,,撧椙導杒妺忛孲峀椝挰攏尒拞俀挌栚2-8,,,4.00,2.00,,,,529.40,357.57,108.16,3560,2025/02/21,"2024/01/16 13:10","2025/03/03 11:14",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,搰杮,"=""06-6136-0555""",嬻桳,"扴摉丗搰杮偝傫
戅嫀寛掕 2024.8.28仼仸尰僥僫儞僩俀侽俀係擭侾侽寧枛戅嫀梊掕乮墑挿偺壜擻惈偁傝偦偺応崌夞摎婜尷偼俉寧枛乯

柤壝崃偝傫扴摉壠庡捈暔審
SB専摙偺堊捓椏44枩仺憡択2024.3.4
亂撧椙導杒妺忛孲峀椝挰攏尒拞俀挌栚亃暯壆寶偰丄揹摦僔儍僢僞乕晅偒栺108捸偺戄憅屔忣曬",6350832
憅屔,R00175-014502,,,,巊梡拞,傾乕僇僀僽(惉栺),柍,550000,,奒,2008擭08寧,戝嶃巗惣嬫杮揷俁挌栚偺戄憅屔亂22捸亃,,戝嶃晎戝嶃巗惣嬫杮揷俁挌栚6-21,,,2.00,2.00,,,,90.62,73.84,22.33,24624,2025/02/21,"2025/01/31 10:27","2025/02/26 09:28",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,搰杮,"=""06-6136-0555""",嬻桳,,5500022
揦曑(寶暔堦妵),R00175-014239,,,,嬻,傾乕僇僀僽(惉栺),柍,1100000,,奒,1990擭01寧,朙拞巗嶗偺挰7挌栚偺戄揦曑亂154捸亃,,戝嶃晎朙拞巗嶗偺挰俈挌栚6-1,,,,6600000,,,,396.69,510.21,154.33,7128,2024/10/07,"2024/10/07 11:51","2025/02/21 13:22",愭暔(拠夘),,戝怢廧戭,-,"=""06-6332-5538""",嬻桳,,5600054
戄抧,R00175-014061,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,-,崅捨巗慜搰2挌栚偺戄抧亂220捸亃,,戝嶃晎崅捨巗慜搰俀挌栚287-3,,,200000,250000,,,,730.00,,220.82,1495,2024/10/10,"2024/07/02 14:21","2025/02/21 13:18",愭暔(拠夘),,乮桳乯僟僀儅僣寶愝,-,"=""072-681-2701""",嬻桳,丒抧斣丗287-1丄2丄3,5690021
憅屔,R00175-014293,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,-,戝嶃巗搶惉嬫怺峕杒3挌栚偺戄憅屔亂66捸亃,,戝嶃晎戝嶃巗搶惉嬫怺峕杒俁挌栚19-23,,,,,1320000,,,,218.19,66,5000,2024/10/28,"2024/10/28 13:13","2025/02/21 13:17",愭暔(拠夘),,乮桳乯戝娵彜帠,-,"=""06-6781-6706""",,,5370001
憅屔,R00175-014229,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,1978擭02寧,暫屔導恄屗巗惣嬫敟扟挰暉扟偺戄憅屔亂89捸亃,,暫屔導恄屗巗惣嬫敟扟挰暉扟693-1,,,500000,330000,,,,,294.99,89.23,3699,2024/10/01,"2024/10/01 15:11","2025/02/20 15:36",愭暔(拠夘),,嶃揷晄摦嶻姅幃夛幮,-,"=""078-928-2626""",嬻桳,丒応強丗僌乕僌儖儅僢僾偱偼敟扟挰暉扟683-1,6512233
岺応,R00175-013764,,,,嬻,傾乕僇僀僽(惉栺),柍,1000000,,奒,1973擭05寧,徏尨巗暿強4挌栚偺戄岺応亂268捸亃,,戝嶃晎徏尨巗暿強係挌栚4,,,7500000,2750000,,,,1100.00,887.20,268.37,3727,2025/01/06,"2024/02/08 13:26","2025/02/20 15:26",愭暔(拠夘),,僴僂僕儞僌僫僯儚,-,"=""072-336-4000""",,"
暔妋FAX憲怣嵪 2025.2.6摗尨",5800005
憅屔,R00175-014202,,,,嬻,傾乕僇僀僽(惉栺),柍,605000,,奒,2023擭07寧,栧恀巗巐媨6挌栚偺戄憅屔亂68捸亃,,戝嶃晎栧恀巗巐媨俇挌栚6-4,,,,1.00,6.00,,,,227.97,68.96,8774,2024/09/13,"2024/09/13 12:26","2025/02/17 14:49",愭暔(拠夘),,乮姅乯嫤榓晄摦,-,"=""072-881-8177""",,"暔妋FAX憲怣嵪 2025.2.6摗尨
",5710017
揦曑帠柋強(寶暔堦晹),R00175-014439,,,,嬻,傾乕僇僀僽(惉栺),柍,385000,,奒,2007擭09寧,徏尨巗揤旤変摪1挌栚偺戄揦曑丒帠柋強亂51捸亃,,戝嶃晎徏尨巗揤旤変摪侾挌栚52-1,,,6.00,,,2.00,,,169.25,51.19,7520,2025/01/07,"2025/01/07 14:01","2025/02/17 13:42",愭暔(拠夘),,挿媑寶愝姅幃夛幮,-,"=""06-6799-3238""",嬻桳,"暔妋FAX憲怣嵪 2025.2.6摗尨
暔妋FAX憲怣嵪 2025.2.6摗尨
",5800026
憅屔,R00175-014197,,,,嬻,傾乕僇僀僽(惉栺),柍,1100000,,奒,-,枼柺巗埦惗娫扟搶1挌栚偺戄憅屔亂192捸亃,,戝嶃晎枼柺巗埦惗娫扟搶侾挌栚25-12,,,3000000,2200000,,,,983.96,637.66,192.89,5703,2024/09/12,"2024/09/12 13:51","2025/02/17 13:36",愭暔(拠夘),,嬤戙搚抧乮姅乯,幠揷,"=""06-6252-8711""",嬻桳,偁偍傑偩偵,5620022
憅屔,R00175-014453,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,奒,1950擭08寧,戝嶃巗杒嬫戝梽杒1挌栚偺戄憅屔亂47捸亃,,戝嶃晎戝嶃巗杒嬫戝梽杒侾挌栚3-6,,,2.00,2.00,,,,,157.55,47.65,6925,2025/02/17,"2025/01/10 13:37","2025/02/17 13:24",愭暔(拠夘),,姅幃夛幮擔擳弌彜夛,-,"=""06-6453-3232""",柍,NET晄壜佀儅僢僠儞僌偺傒,5310077
憅屔,R00175-013760,,,,,傾乕僇僀僽(惉栺),柍,880000,,奒,-,暫屔導嶰栘巗壛嵅偺戄憅屔亂196捸亃,,暫屔導嶰栘巗壛嵅281-1,,,3.00,2.00,,,,,648.27,196.1,4488,2025/01/07,"2024/02/06 14:14","2025/02/17 13:20",愭暔(拠夘),,姅幃夛幮戝娵晄摦嶻,-,"=""0794-83-7272""",,,6730402
憅屔,R00175-014456,,,,,傾乕僇僀僽(惉栺),柍,1650000,,奒,-,搶戝嶃巗搰擵撪1挌栚偺戄憅屔亂211捸亃,,戝嶃晎搶戝嶃巗搰擵撪侾挌栚7-40,,,,,7200000,,,1372.20,698.59,211.32,7808,2025/01/14,"2025/01/14 13:12","2025/02/17 13:02",愭暔(拠夘),,僙儞僥僋僗憤崌奐敪姅幃夛幮,-,"=""06-6941-3340""",,,5780981
憅屔,R00175-014225,,,,嬻,傾乕僇僀僽(惉栺),柍,396000,,奒,1974擭12寧,搶戝嶃巗悈憱3挌栚偺戄憅屔亂55捸亃,,戝嶃晎搶戝嶃巗悈憱俁挌栚5-40,,,,1.00,,,,,181.90,55.02,7197,2025/01/23,"2024/09/27 14:02","2025/02/14 13:32",愭暔(拠夘),,姅幃夛幮僆儗儞僕儂乕儉,忋揷丗080-3543-4619,"=""06-6827-2051""",,,5780921
憅屔,R00175-014238,,,,嬻,傾乕僇僀僽(惉栺),柍,715000,,1奒,1987擭05寧,戝嶃巗廧擵峕嬫撿峘搶1挌栚偺戄憅屔亂72捸亃,,戝嶃晎戝嶃巗廧擵峕嬫撿峘搶侾挌栚5-31,,,,,3.00,,,,238.40,72.11,9915,2025/01/10,"2024/10/07 11:36","2025/02/13 16:27",愭暔(拠夘),,桳尷夛幮儂乕儉儔儞僪,-,"=""06-6682-3991""",嬻桳,"暔妋FAX憲怣嵪 2025.2.6摗尨
丒1奒晹暘",5590031
戄抧,R00175-014444,,,,峏抧,傾乕僇僀僽(惉栺),柍,748000,,奒,-,戝嶃巗廧擵峕嬫暯椦杒1挌栚偺戄抧亂292捸亃,,戝嶃晎戝嶃巗廧擵峕嬫暯椦杒侾挌栚1-21,,,,,3.00,,,966.66,,292.41,2559,2025/01/08,"2025/01/08 11:08","2025/02/13 16:27",愭暔(拠夘),,桳尷夛幮儂乕儉儔儞僪,-,"=""06-6682-3991""",,"丒杒懁丄撿懁偺偳偪傜偐乮慖戰壜乯
暔妋FAX憲怣嵪 2025.2.6摗尨",5590026
